"1102","VIDA","RENAT0 DELLA SANTA 1406","(0261)-4286321","90788"
"1103","ALEM SM","AV.LEANDRO N.ALEM 679","(0263)-4422232","97830"
"1104","ALVEAR","ALVEAR 402 Y ALSINA","(0263)-4712071","97727"
"1105","AMELITA","LIBERTADOR 510","(02623)-496066","94068"
"1106","ARGENTINA","25 DE MAYO 502","(02623)-421218","93714"
"1107","BALCARCE","BALCARCE 102 ESQU. ALVEAR","(02623)-421182","93580"
"1108","BUEN ORDEN","BUEN ORDEN S/N","(02623)-425901","93581"
"1109","CLINICA","VELEZ SARSFIELD 79","(02623)-420366","90261"
"1110","DE LOURDES","PIROVANO 98","(02623)-430220","98607"
"1111","DEL SIGLO","BALCARCE 30","(02623)-421824","98838"
"1112","DEL SIGLO II","LAS HERAS Y ALEM LOC.4 YPF","(0263)-4424472","4498"
"1113","JARDIN","PERRUPATO 238 B. JARDIN","(02623)-421346","93701"
"1114","LAVALLE","LAVALLE 35","(02623)-4421906","98966"
"1115","LIBERTAD","BALCARCE 333","(02623)-421510","97772"
"1116","LIMA","LIMA 21","(02623)-422684/4429920","4580"
"1117","MAYO","25 DE MAYO Y GODOY CRUZ","(02623)-421201","4600"
"1118","MITRE 22","9 DE JULIO 100","(02623)-427700/4277666","9476"
"1119","NOGUEZ","NOGUEZ 69","(02623)-428888","97670"
"1120","NUEVA PIROVANO","AV.PIROVANO 361 Y M.ALVAREZ","(0263)-4421728","97721"
"1121","NUEVA TUCUMAN","MITRE 499 ESQ.TUCUMAN","(02623)-424106","90125"
"1122","PLAZA","9 DE JULIO 327","(0263)-4421070","97702"
"1123","PUEYRREDON","PUEYRREDON 532","(0263)-4423383","598"
"1124","REINA DE LA PAZ","CARRIL ZAPATA S/N","(02623)-483164","93982"
"1125","SAN ALBERTO","MZNA. H CASA 5 4TO B. C.E.C.","(02623)-422343","94052"
"1126","SAN ANTONIO","CARRIL BUEN ORDEN S/N","(02623)-422929","90524"
"1127","SAN BENITO","TUCUMAN 339 ESQ. T. GUIDO","(02623)-426772","90806"
"1128","SAN CAYETANO","LIMA 468","(02623)-423435","94079"
"1129","SAN FRANCISCO","H.DE LA QUINTANA Y P. CONDE","(0263)-4421486","4692"
"1130","SAN JOSE","TROPERO SOSA 520","(0263)-4420363","3876"
"1131","SAN JUAN ESTE","BOULOGNE SUR MER 1059","(0263)-4424023","4697"
"1132","SAN LORENZO","AV. SALTA 309","(02623)-429451","93695"
"1133","SAN PEDRO","C. COMERCIAL SAN PEDRO L. 5/6","(02623)-423540","91440"
"1134","SANTA LUCIA","AVELLANEDA Y BAILEN","(0263)-4424685","90767"
"1135","SARMIENTO","ESPA#A 29","(02623)-421132","94467"
"1136","VITALFARMA","ALMIRANTE BROWN 112","(02623)-4450196","14123"
"1137","6 DE NOVIEMBRE","RIO IV 2983","(0261)-4317464","97731"
"1138","ALIMENTACION","ARAMBURU 1900 ESQ. RUFINO","(0261)-4315804","916"
"1139","AMARILLA","COLON 1104","(0261)-4453402","93719"
"1140","AYELEN","BANDERA DE LOS ANDES 4339","(0261)-4262305","90710"
"1141","AZCUENAGA","AZCUENAGA 1801","(0261)-4327711","91831"
"1142","BANDERAS D/L ANDES","BANDERA DE LOS ANDES 998","(0261)-4324438","5294"
"1143","BARCALA","CORREA SAA 420","(0261)-4456710","365"
"1144","BELGRANO","GODOY CRUZ 1204(SAN JOSE)","(0261)-4457000/4457001","828"
"1145","CABILDO","FADER 1849","(0261)-4213012","13139"
"1146","CHIMPAY","ADOLFO CALLE 3791","(0261)-4265685","97690"
"1147","CORRALITOS","SEVERO DEL CASTILLO 5100","(0261)-4820309","11832"
"1148","CRISTO DEL VALLE","SEVERO DEL CASTILLO 7535","(0261)-4820535","11833"
"1149","DAVICINO","B. HIGUERITA A.29","(0261)-4212436","11827"
"1150","DE LA MERCED","TIRASSO 1921","(0261)-4215366","98574"
"1151","DE LA PAZ S.R.L.","GOMENSORO 3509","(0261)-4212817","90809"
"1152","DEL ABASTO","SARMIENTO 1200 LOC.19-20","(0261)-4452361","11830"
"1153","DEL CARMEN","GOMENSORO 2874","(0261)-4450131","90752"
"1154","DEL SAUCE","TIRASSO 5939-EL SAUCE","(0261)-4513555","12437"
"1155","DON BOSCO","CERVANTES 1640","(0261)-4450919","98579"
"1156","DON ORIONE","GODOY CRUZ 994","(0261)-4457178","97654"
"1157","FARMAGREEN","URQUIZA 784","(0261)-6617994","14191"
"1158","FIRENZE","LIBERTAD 1318","(0261)-4266199","11837"
"1159","GODOY CRUZ","GODOY CRUZ 1886","(0261)-4319845","98527"
"1160","ITALO ARGENTINA","ALBERDI 430","(0261)-4312929","861"
"1161","KILOMETRO 11","BANDERA DE LOS ANDES 10511","(0261)-4912424","562"
"1162","KILOMETRO 8","RUTA PROV. 50 18738","(0261)-4912077","90007"
"1163","LA BOTICA","COBOS 1608","(0261)-4315244","98479"
"1164","LA PRIMAVERA","BENJAMIN ARGUMEDO 4689","(0261)-4820123/4820564","90593"
"1165","LAMADRID","LAMADRID ESQ. MILLER","(0261)-4318753","11834"
"1166","LIBERTADOR","DORREGO 1003","(0261)-4314008","90741"
"1167","LOS AROMOS","TIRASSO 2220","(0261)-4265467","91898"
"1168","LOS CEIBOS","ALLAYBE 1613 (SAN JOSE)","(0261)-4451761","98967"
"1169","M.CLINICA SANTA ROSA","LAS HERAS 753","(0261)-4419001","97658"
"1170","MARO","ALBERDI S/N LOCAL B8 PB","(0261)-4324560","11836"
"1171","MESURA ALTO DORREGO","DORREGO 1741","(0261)-4322700","8972"
"1172","METROPOLITANA","GODOY CRUZ 2820 (SAN JOSE)","(0261)-4452732","90706"
"1173","MORI SAN JOSE","ALBERDI 362 ESQ.BAND.DE ANDES","(0261)-4322999","2000"
"1174","NIHUIL AVELLANEDA","AVELLANEDA 1650","(0261)-4263494","826"
"1175","NUEVA DEL BARRIO","LAS HERAS 1593","(0261)-4455201","93645"
"1176","NUEVA ITALIA","BANDERA DE LOS ANDES 6001","(0261)-4212846/4266614","2014"
"1177","PANELA","B. DE LOS ANDES ESQ. FAMATINA","(0261)-4910544","5914"
"1178","PAYEN","GUTIERREZ 2133","(0261)-4322360","91784"
"1179","ROYAL","AV.GDOR. R.VIDELA 1321","(0261)-4457123","98968"
"1180","RUSSELL","AVELLANEDA 2160","(0261)-4263229","94586"
"1181","SAN GABRIEL UNIMEV","HOUSSAY 1178 (VILLA NUEVA)","(0261)-4261768","9912"
"1182","SAN LUIS","M. HOYOS 1666","(0261)-4450676","93718"
"1183","SANTA ANA","MITRE 2088","(0261)-4562514","90389"
"1184","SANTA ELENA","PEDRO MOLINA 364- SAN JOSE","(0261)-4456368","91693"
"1185","SANTA ELVIRA","MARTIN RODRIGUEZ 501","(0261)-4313889","90811"
"1186","SANTA MONICA","O`BRIEN 484","(0261)-4450640","98935"
"1187","SANTA SOFIA","BANDERA DE LOS ANDES 7060","(0261)-4911484","12678"
"1188","STOCCO 2","PASEO LIBERTAD 792","(0261)-4261601","2034"
"1189","ULAGNERO","GODOY CRUZ 4899","(0261)-4262728","90790"
"1190","WALMART","MOLDES 1023","(0261)-4323427","11828"
"1191","YAMIN","SEVERO DEL CASTILLO 4866","(0261)-4820029","90719"
"1192","EL GLOBO","OZAMIS 505","(0261)-4972207","90187"
"1193","MESURA GUTIERREZ","MAZZA 2849","(0261)-4938002/4979770","90183"
"1194","CHADE","RUTA 50 KM 1024","(02623)-432456","11808"
"1195","NUEVA FATIMA","SANTOS LUGARES 50","(02623)-425811","93587"
"1196","JOCOLI VIEJO","RUTA 34 KM.2.5","(0261)-3708526","13047"
"1197","AVENIDA","AV.MITRE 805","(0263)-4492235","8975"
"1198","DEL PUEBLO","AV. MITRE 665","(0263)-4492115","4494"
"1199","DEL ROSARIO","SARMIENTO 226","(02623)-492298","98609"
"1200","EL JARDIN","SAN MARTIN 135","(02623)-498306","94102"
"1201","GONZALEZ","CARRIL NUEVO KM 7.5","(02623)-490032","90745"
"1202","JARDIN","M'V'C'15' B. JARDIN FVIORIO","(02623)-462529","98500"
"1203","JUNIN","LADISLAO SEGURA 337","(0263)-4492304","98841"
"1204","LA COLONIA S.C.S.","BUSQUET Y ESPEJO 2","(02623)-461924","90795"
"1205","LOURDES","GRAL. SAN MARTIN S/N","(02623)-461924","97831"
"1206","MITRE","MITRE 257","(02623)-492159","98843"
"1207","SAN CAYETANO","LIB. G. SAN MARTIN S/N","(02623)-4461210","98599"
"1208","SANTA ANA","I. BUSQUET 349","(02623)-492304/4423818","95704"
"1209","VIRGEN DE SN.NICOLAS","SAN MARTIN 135",,"97675"
"1210","BUSQUETS","BUSQUETS 699","(0263)-4424740/4423995","6037"
"1211","DEL SOL","9 DE JULIO Y HUARPES","(02622)-470123","97756"
"1212","MEDALLA MILAGROSA","B.VILLEGAS Y J.BALMACEDA 102","(02622)-5465848","90803"
"1213","NUEVA ITALIA","SIXTO VIDELA Y BALMACEDA 100","(02622)-4470136","6160"
"1214","VIRGEN DE LUJAN","LOS ANDES 87 (OESTE)","(02622)-470361","97679"
"1215","SAN FRANCISCO","LOS DAMASCOS S/N","(02623)-493078","91224"
"1216","4 DE AGOSTO","25 DE MAYO 1606","(0263)-154343609","14326"
"1217","MITRE 15","GALIGNIANA 298","(02626)-421629","4702"
"1218","RUTA 20","BENJAMIN ARGUMEDO 4284","(0261)-2405048","14536"
"1219","LA PUNTILLA","UGARTE 1241","(0261)-6213857","911"
"1220","REAL","EMILIO CIVIT 65/9 DE JULIO 42","(02623)-495016","90836"
"1221","SANTA RITA","GUI#AZU 148","(02623)-495012","90725"
"1222","ALGARROBAL S.C.S.","ARISTOBULO DEL VALLE 1170","(0261)-4511312","90812"
"1223","ANDINA","J.SUAREZ 1078(L.2)BO.CEMENTIST","(0261)-4304180","90724"
"1224","BIO-FARMA","LISANDRO MOYANO 1780","(0261)-4308402","90838"
"1225","BURGOS","MARCOS BURGOS 619","(0261)-4481866","94653"
"1226","CONTIGO","ALTE.BROWN ESQ.CALLE 7-L1","(0261)-4481798","14410"
"1227","DEL CENTRO LAS HERAS","AV.SAN MARTIN 1303","(0261)-4371607","4719"
"1228","DEL CERRO","JULIO A.ROCA 1750","(0261)-4371219","14323"
"1229","DEL MILAGRO","PERU 2190","(0261)-4470712","12531"
"1230","DEL NORTE","OLASCOAGA 790","(0261)-4373540","95738"
"1231","DEL VALLE","DR. MORENO 2205","(0261)-4487471","97693"
"1232","F & F","JUAN DRAGHI LUCERO 1450","(0261)-3625404","13575"
"1233","FARMA 24","SAN MARTIN 1536","(0261)-4373358","90185"
"1234","INDEPENDENCIA","INDEPENDENCIA 2415","(0261)-4481906","839"
"1235","LAS HERAS","BELGRANO 535","(0261)-4305511","4574"
"1236","LEVATINO","ROCA 299","(0261)-4376469","98572"
"1237","LOS TILOS","SAN MIGUEL 1422","(0261)-4373566","93814"
"1238","MARTINA","LISANDRO MOYANO 1092","(0261)-6308689","13797"
"1239","MARTINEZ DARONI","BO.MUNICIPAL MZA.16 C.16","(0261)-4444345","90628"
"1240","NAZARETH","LISANDRO MOYANO 501","(0261)-5982851","14181"
"1241","NTA.SE#ORA DE ITATI","INDEPENDENCIA 1940","(0261)-4484729","11800"
"1242","NUEVA CORONEL DIAZ","CORONEL DIAZ 202","(0261)-4376006","2012"
"1243","NUEVA FARMACIA NIETO","REPUBLICA DEL PERU 557","(0261)-4377518","91596"
"1244","ORO","DR. MARIANO MORENO 2646","(0261)-4487205","90733"
"1245","ORO II","MORENO 3369","(0261)-4480962","90730"
"1246","PANQUEHUA","SAN MARTIN 3150","(0261)-4487464","90884"
"1247","PARDO","PEDRO P. SEGURA 1261","(0261)-4308339","90808"
"1248","PASCUAL SEGURA","LISANDRO MOYANO 801","(0261)-4375273","93812"
"1249","PAZ","SAN MARTIN 602","(0261)-4301616","90713"
"1250","SAN FRANCISCO","BV.INFANTA M-8 C-14","(0261)-4444003","11801"
"1251","SAN MATEO II","INDEPENDENCIA 1398","(0261)-4472074","91346"
"1252","SAN MIGUEL","CORONEL DIAZ 640","(0261)-4300925","90528"
"1253","SANTA MARIA","LAVALLE 4883","(0261)-4510066","90718"
"1254","SANTA TERESA","INDEPENDENCIA 898","(0261)-4489388","90978"
"1255","TANDIL","TANDIL ESQ. RIO DIAMANTE","(0261)-4447999","94051"
"1256","TERESA DE JESUS","INDEPENDENCIA 2215","(0261)-4482362","95463"
"1257","TERUYA","AV. LIB. SAN MARTIN 1305","(0261)-4303344","11838"
"1258","UJEMVI S.R.L.","DEMOCRACIA S/N C.COMERC. L.3","(0261)-4300871","93852"
"1259","WAL-MART LAS HERAS","BOULOGNE SUR MER Y ROCA","(0261)-4445959 INT.212","97511"
"1260","ROCA","AV.ROCA Y DEAN FUNES","(0260)-4016456","14194"
"1261","DEL ROSARIO","BELGRANO 192","(0261)-4941024","97987"
"1262","DEL SAGRADO CORAZON","NUEVA TOMERA S/N","(02623)-494106","99142"
"1263","DEVOTO","BELGRANO 222 (COSTA DE ARAUJO)","(02623)-494021","90796"
"1264","LAVALLE","MORENO 144","(0261)-4941022","90797"
"1265","SANTA RITA","SIMON BOLIVAR 155","(0261)-4941586","97716"
"1266","TRES DE MAYO","RUTA 36 S/N","(0261)-153351519","13146"
"1267","13 DE DICIEMBRE","AV.GUEVARA 1202","(0261)-4985231","5089"
"1268","CHACRAS","VIAMONTE Y MITRE","(0261)-4960208","90883"
"1269","DEL SUR","RUTA 15 KM.22","(0261)-4882211","93658"
"1270","DRUMMOND","SAN MARTIN 2680","(0261)-4986303/4985776","7313"
"1271","LA JIRAFA","BALCARCE 22 ESQ.SAN MARTIN","(0261)-4981118/4987101/5799067","4805"
"1272","PASTEUR","SAN MARTIN 1082/1168","(0261)-4980623","90378"
"1273","PERDRIEL","UGALDE 69 (PERDRIEL)","(0261)-5628238","90766"
"1274","SANTA ROSA","FEDERICO SERPA 476","(0261)-4982898","91143"
"1275","UGARTECHE","RUTA 15 Y RUTA 16","(0261)-4991050","90793"
"1276","V.DE POTRERILLOS","CAMINO DEL HUARPE S/N","(0261)-152196536","12627"
"1277","DEL ROSARIO","ALSINA 2461","(0261)-4979169","1974"
"1278","EL MOLINO","AV. SARMIENTO 1665","(0261)-4978095","93715"
"1279","LUZURIAGA","CARRIL SARMIENTO 3084","(0261)-4523027","97730"
"1280","AMAITE","OZAMIS SUR 1844","(02616)-544557","13538"
"1281","BELTRAN II","B.COOP.BELTRAN NORTE CASA 33","(0261)-4921741","96567"
"1282","CANCILLER","M.LEANEZ 995(B.CANCILLER)","(0261)-4973626","4451"
"1283","COQUIMBITO","CARRIL URQUIZA Y RODRIGUEZ","(0261)-4973179","98322"
"1284","DE LOURDES","PATRIC. ARGENTINAS Y MATIENZO","(0261)-4973951","90764"
"1285","GIL","SAN MARTIN 126","(0261)-4972212","4527"
"1286","GOMEZ","PADRE VASQUEZ 954","(0261)-4972941","93717"
"1287","HISPANO ARGENTINA","TOMAS GODOY CRUZ 510","(0261)-4973526","919"
"1288","JARDIN I","POLONIA 3081","(0261)-4978434","90643"
"1289","LA UNION","PABLO PESCARA 1226","(0261)-4977764","90701"
"1290","LEIRIA","RUTA 50 KM.8","(0261)-4914677","91294"
"1291","MITRE 7","OZAMIS 401 ESQ. MITRE","(0261)-4811111/4972484","4610"
"1292","OZAMIS","SAN MARTIN 74","(0261)-4972054","4629"
"1293","PALMA","PALMA 196","(0261)-4975613/4973376","90186"
"1294","RAUEK","SAN MARTIN 402","(0261)-4972424","9375"
"1295","RAWSON","AV.MAZZA 2912","(0261)-4978787","90723"
"1296","RODEO DEL MEDIO","PASO DEL GOB.SAN MARTIN 3824","(0261)-4951170","11817"
"1297","RUTINI","RUTINI 34 LOC.1","(0261)-4561869","92043"
"1298","RUTINI 2","CARRIL GODOY CRUZ NRO.7370","(0261)-4575757","12988"
"1299","SALUD","BASE ESPERANZA 1851","(0261)-2164401","91534"
"1300","SAN CARLOS","ARANDA 2145","(0261)-4990049/5242361","90714"
"1301","SAN CAYETANO","RUTA 50 S/N","(02623)-461705","98933"
"1302","SAN PEDRO","JUAN A.MAZA 1700","(0261)-4973866","782"
"1303","SANTA LUCIA","JOSE ALBERTO OZAMIS 25","(0261)-4810483","8045"
"1304","SANTIAGO","URQUIZA 3837","(0261)-4978282","90794"
"1305","URETA","PADRE VASQUEZ 1255","(0261)-4975786","98959"
"1306","URQUIZA","URQUIZA 1411","(0261)-4811272","90807"
"1307","VIEYTES","VIEYTES 2300","(0261)-2081736","14541"
"1308","VITAL","GABRIELLI 3456 ESQ.SOSA","(0261)-4979120","90545"
"1309","ACONCAGUA","RUFINO ORTEGA 458","(0260)-4471393","4396"
"1310","COGO","SAN MARTIN 370","(0260)-4472200","98936"
"1311","DEL SUR","CALLE JUAN AGUSTIN MAZA 1624","(0260)-4471241","6038"
"1312","MALARGUE","VILLEGAS NRO.7 5613","(0260)-4471340","710"
"1313","MALARGUE II","AV.GENERAL ROCA 786","(0260)-4471340","11264"
"1314","RIO GRANDE","FORTIN MALARGUE Y A. PUEBLA","(0260)-4471340","4665"
"1315","SAN ANTONIO","AV.SAN MARTIN 772","(0260)-4471269","2691"
"1316","SAN DANIEL","SAN MARTIN 975","(0260)-4471518","8471"
"1317","VICTORIA","SAN MARTIN 1788","(0261)-4985766","90717"
"1318","MEDRANO","TRES ACEQUIAS 226","(0263)-4491052","4603"
"1319","SAN ANTONIO","CORREA Y COLON","(0263)-4491056","2675"
"1320","ALEM","AV. LIBERTADOR 306","(02623)-463280","12179"
"1321","DE LOURDES","AV. LIBERTADOR 876","(02623)-461921","90839"
"1322","DEL PUEBLO","ALEM 41","(0263)-4463067","2677"
"1323","DON BOSCO","JUAN DI PAOLA 147 B.DON BOSCO","(0263)-4461971","5983"
"1324","LIBERTADOR","AV. LIBERTADOR 2132","(0263)-4461952","98543"
"1325","SAGRADA FAMILIA","AV. DEL LIBERTADOR 11","(02623)-463281","90358"
"1326","SAN JORGE","GRAN LIBANO 398 ESQ.CORRIENTES","(0263)-4462434","4704"
"1327","SANTA CLARA","AV. DEL LIBERTADOR Y J.MOLINA","(0263)-4461035","2680"
"1328","SOBREMONTE","AV.LIBERTADOR 1350","(0263)-4463092","93556"
"1329","ACONCAGUA","ANZORENA 37","(02623)-4444071","90707"
"1330","AMERICANA","W. NU#EZ Y FLEMING","(02623)-443468","90202"
"1331","CRUZ VERDE","SARMIENTO 951","(0263)-4443468","93584"
"1332","CRYSTAL","CHA#AR S/N (B. FORMOSA)","(02623)-445883","90798"
"1333","JURADO","SAN ISIDRO 1313","(02634)-442379","11811"
"1334","LIBERTAD","RUTA 62 S/N","(02634)-15713721","14393"
"1335","LINIERS","LINIERS 902","(0263)-4446533","11812"
"1336","MENDOZA 1","SAN ISIDRO 559","(0263)-4442313","4604"
"1337","MENDOZA 2","LAVALLE 702","(02623)-442236","9174"
"1338","MENDOZA 3","SAN ISIDRO 745","(0263)-4442454","6078"
"1339","NOVELLO","SARMIENTO 215","(02623)-442776","90840"
"1340","NUEVA LA CENTRAL","JUSTO ESTRADA ESQ.J.HERNANDEZ","(02623)-482304","11815"
"1341","NUEVA SALTA","SALTA 202 ESQ.PASO D/L ANDES","(02623)-421607","9690"
"1342","RINI","SAN ISIDRO 990","(0263)-4442077","6925"
"1343","SAN MARTIN","SAN ISIDRO 659","(0263)-4442057","4712"
"1344","SAN MARTIN 2","LAMADRID 654","(0263)-4442048","8035"
"1345","SAN ROQUE","LAVALLE Y ARISTOBULO DEL VALLE","(0263)-4442273","8518"
"1346","SANTA RITA","SAN ISIDRO 1705","(0263)-4442789","91944"
"1347","SANTA TERESITA","LA FLORIDA S/N CARRIL OVERO","(02623)-482028","11814"
"1348","SANTA TERESITA II","LA FLORIDA S/N M.MC.18","(02623)-482271","11813"
"1349","CARIBE S.C.S.","CARRIL NACIONAL 7000","(0261)-4910966","2745"
"1350","LA NUEVA","CARRIL PONCE 60","(0261)-4910133","90722"
"1351","SAN JAVIER","GODOY CRUZ 7123","(0261)-4216528","98578"
"1352","SANTA MARTA","BRA. DE LOS ANDES 9116","(0261)-4910230","90742"
"1353","TUNUYAN II","BANDERA DE LOS ANDES 9401","(0261)-4913538 / 3533","4757"
"1354","DEL SOL","ROMA 4610","(0261)-4951210","90656"
"1355","LA COLONIA","ROMA 5329","(0261)-4951966","95629"
"1356","MARIA AUXILIADORA","RUTA PROV. 50 S/N","(0261)-4951005","97696"
"1357","NUEVA","RUTA PROVINCIAL 50 NRO.1800","(0261)-4951151","4627"
"1358","SAN CAYETANO 2","RUTA PROV. 50 NRO. 214","(0261)-4952525","90657"
"1359","UNIVERSAL","RUTA PROV. 50 NRO. 5326","(0261)-4951110","90727"
"1360","NUEVA ESPERANZA","RUTA PROVINCIAL 50 KM-10","(0263)-4219255","11804"
"1361","REAL I","7 DE DICIEMBRE Y J.A. ROCA",,"90128"
"1362","SAN PABLO","RUTA 143 KM 646",,"90815"
"1363","LA VILLA","LAVALLE 243","(02622)-451184","96930"
"1364","SANTA TERESITA","SAN MARTIN 198 Y B.QUIROGA","(02622)-451046","90708"
"1365","VIRGEN DE LA MERCED","BELGRANO 48","(02622)-493243","11810"
"1366","ALBERDI","ALBERDI 219","(02627)-437272","93720"
"1367","ANDINA","GODOY CRUZ 76","(02627)-421234","97682"
"1368","ASHARD","RUTA 143 Y EJERC.DE LOS ANDES","(0260)-4441485","11787"
"1369","BUENOS AIRES","BUENOS AIRES 147","(02627)-426622","95696"
"1370","CABILDO","AV.BALLOFET 1100 ESQ.CABILDO","(02627)-423907","6125"
"1371","CIUDAD","AV. SAN MARTIN 299 Y BELGRANO","(0260)-4422007","2636"
"1372","CRISTO D/LA QUEBRADA","CORDOBA SUR 350","(02625)-491358","11806"
"1373","CRUZ DEL SUR","AV. ALBERDI 1174","(02627)-427995","90112"
"1374","DI FABIO S.C.S.","AV. SARMIENTO Y LUGONES","(02627)-427112","93746"
"1375","INDEPENDENCIA","MITRE 403","(02627)-423746","98550"
"1376","LA TERMINAL","CORONEL SUAREZ 120","(02627)-421461/425760","97685"
"1377","LAS PAREDES","H.IRIGOYEN 5900","(0260)-4649494","90329"
"1378","LISTER","9 DE JULIO 31 (V.ATUEL)","(02625)-470207","90637"
"1379","LOS SAUCES","AV.CARDONATO 1806 Y LOS SAUCES","(0260)-4431707","90387"
"1380","LUZ Y VIDA","AV.BALLOFFET 863/73","(0260)-4438048","96569"
"1381","MARILYN","H.IRIGOYEN 7","(02627)-422518","99135"
"1382","MERCANTIL I","ALEM 111","(0260)-4421107/4425003","7705"
"1383","MORENO","AV. MORENO 711","(0260)-4425196","97704"
"1384","NUEVA","LA PLATA Y FRANCIA","(02627)-490021","98590"
"1385","PELLEGRINI","PELLEGRINI 93","(0260)-4424115","587"
"1386","PLAZA","CORRIENTES 302","(0260)-4426612","4650"
"1387","REAL","MISIONES OESTE 269","(0260)-4491090","11805"
"1388","SAN JOSE","INDEPENDENCIA 398","(02627)-421603","90526"
"1389","SAN MARTIN","FRANCIA 56","(0260)-4436699","3411"
"1390","SAN RAMON II","RIO NEGRO S/N","(02627)-491090","11807"
"1391","SANTA MARIA","DORREGO 306 LOC.3","(02627)-445050","90402"
"1392","SANTA TERESA","H. YRIGOYEN 2097","(02627)-428326","98846"
"1393","SINI","LENCINAS 107","(02627)-420723","1968"
"1394","UNIMEV","JOSE A. QUIROGA 1620","(02627)-434136","95485"
"1395","URQUIZA","URQUIZA 240 Y A.CALLE","(02627)-439344","90775"
"1396","ZORRILLA","AVELLANEDA 85","(02627)-421178","97680"
"1397","CONDOR","SAN MARTIN 922","(02622)-424768","11803"
"1398","EL TOTORAL","CALLE LA ARGENTINA 300","(02622)-15434588","13738"
"1399","GUEMES","GUEMES 1360","(02622)-425148","11802"
"1400","LA NUEVA","AV. SAN MARTIN 1037","(02622)-422422","93745"
"1401","LAS ROSAS","RUTA 92 Y LONGHIN S/N","(02622)-490053","13460"
"1402","MANZANO","SAN MARTIN 619","(02622)-492025","10452"
"1403","MITRE 26","SAN MARTIN 650","(02622)-422826","5931"
"1404","MONTE BIANCO","AV. SAN MARTIN 1369","(02622)-423120","90799"
"1405","SAN MARTIN","SAN MARTIN 203","(02622)-492025","91438"
"1406","TUNUYAN","SAN MARTIN 1157","(02622)-422534","4756"
"1407","TUNUYAN CENTRO","SAN MARTIN Y CHILE","(02622)-425061","90506"
"1408","VISTA FLORES","SAN MARTIN 1068","(02622)-492104","91293"
"1409","FAZZIO","BELGRANO 1140","(02622)-488481","90729"
"1410","MAZZEO","MONSE#OR FERNANDEZ 135 L01-02","(02622)-488219","90711"
"1411","S.FRANCISCO DE ASIS","BELGRANO 1200","(02622)-488681/5799067","9604"
"1412","SAN JOSE","BELGRANO 598","(02622)-488052","4705"
"1413","SAN MARTIN DE PORRES","BELGRANO 218","(02622)-488088","90721"
"1414","TUPUNGATO","LINIERS 399","(02622)-488276","7707"
"1415","TUPUNGATO II","LAS HERAS 1294","(02622)-489770","91221"
"1416","ANDINA DE USPALLATA","RUTA 7 S/N (TERM. DE OMNIBUS)","(02624)-420077","90654"
"1417","TUNUYAN USPALLATA","RUTA NAC. 7 ESQ. LAS HERAS","(02624)-420368","90789"
"1418","LA JIRAFA II","PASO DE LOS ANDES 1302","(0261)-4288290/5799067","2424"
"1419","LA MERCED","MALVINAS ARGENTINA 434","(0261)-4243443","90754"
"1420","MESURA CENTRAL","CHIQUISACA 1294","(0261)-4275005","2425"
"1421","MESURA GAS","CAYETANO SILVA 1547","(0261)-4271771","2427"
"1422","MESURA SAN IGNACIO","PEDERNERA 2639","(0261)-4286500","2428"
"1423","SAN CAMILO II","9 DE JULIO 31","(02625)-470378","13626"
"1424","ALTO ARENALES GUAYM.","ARENALES 262","(0261)-4262000","6203"
"1425","ARBOIT","MANUEL I.MOLINA 231","(0261)-4264789","97655"
"1426","ARENA","ALMIRANTE BROWN 8430","(0261)-4914611","91317"
"1427","CADORE","EMILIO CONI 4090-BARRIO CADORE","(0261)-4213827","9139"
"1428","CORRADI","OLAVARRIA 98(BO.LA FLORESTA)","(0261)-4210591","5014"
"1429","DEL AGUILA GUAYMALLE","LATERAL SUR ACC.ESTE Y RONDEAU","(0261)-4267428/4267453","9714"
"1430","FLORIDA DE FLOR","GODOY CRUZ 6115","(0261)-4264652/4261119","90720"
"1431","MITRE 21","M.I.MOLINA 355","(0261)-4218111/4214333","8955"
"1432","NIHUIL","GODOY CRUZ 3563","(0261)-4263200","6412"
"1433","TIRASSO","GODOY CRUZ 6477 Y TIRASSO","(0261)-4213380","90425"
"1434","UNIMEV","TEURLAY 547 (VILLA NUEVA)","(0261)-4263363","918"
"1435","EL DORADO","LA RIOJA Y CUYO","(03751)-421579","645"
"1436","LOS ALPES","AV. SAN MARTIN 1817 E","(03751)-424403","3814"
"1437","BELLO II","CORDOBA 1402 ESQ. 25 DE MAYO","(0376)-4438592","7302"
"1438","EL CONDOR","JUNIN 309","(0376)-4423666","3672"
"1439","EL CONDOR II","COLON 1596","(0376)-4423888/4438044","3670"
"1440","EL CONDOR III","SAN MARTIN 1998","(0376)-4429700","3671"
"1441","EL CONDOR IV","BOLIVAR 1803 ESQ.F DE AZARA","(0376)-4424300/4423928","7783"
"1442","EL CONDOR V","SAN LORENZO 1899 ESQ. CORDOBA","(0376)-4425200/4436886","7787"
"1443","MEDIFARMA","AV.9 DE JULIO 1835","(03795)-139256","13305"
"1444","ALUMINE","CONRADO VILLEGAS 376","(02942)-496352","2330"
"1445","BRAIDOTTI","BELGRANO 2095","(0299)-4485003","6500"
"1446","DEL PUEBLO","PERITO MORENO 246","(0299)-4422305","2262"
"1447","DEL PUEBLO","J.J. LASTRA 2400 (LOC.1043)","(0299)-4463300","4048"
